policy_id,augmentation_method,synthetic_multiplier,min_neighbor_similarity,teacher_model,augmentation_random_state,n_real_train,n_synthetic_train,augmentation_factor,synthetic_weighting_enabled,mean_synthetic_weight,min_synthetic_weight,max_synthetic_weight,max_teacher_std,max_prediction_range,n_candidates_generated,acceptance_rate,mean_teacher_std,mean_prediction_range,mean_nearest_train_similarity,feature_kind,n_features,model,selected_policy,split,metric,value,fold_index,train_fraction,split_method,group_column,heldout_group_value
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,25.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,r2,0.18122534297698722,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,25.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,spearman,0.4831590103830647,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,25.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,rmse,24.511883500362472,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,25.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,mae,19.26639799356215,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,25.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,r2,0.1506466530129963,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,25.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,spearman,0.45829188896224066,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,rmse,24.36516639737756,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,mae,18.986795675903558,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,r2,0.16078391715554452,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_25__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,25.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,spearman,0.47865293542545223,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,rmse,23.4024123118635,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,mae,18.307013018843115,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,r2,0.22579443612531003,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5187069134058183,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,rmse,24.13902027308464,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,mae,18.95921053722388,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,r2,0.17629004679670068,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,spearman,0.4723672009329564,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,35.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,rmse,24.066596600939278,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,35.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,mae,18.73645834576933,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,35.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,r2,0.18122534297698722,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,35.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,spearman,0.4831590103830647,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,rmse,24.511883500362472,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,mae,19.26639799356215,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,r2,0.1506466530129963,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,35.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,spearman,0.45829188896224066,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,35.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,rmse,24.36516639737756,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,35.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,mae,18.986795675903558,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,35.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,r2,0.16078391715554452,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_35__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,35.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,spearman,0.47865293542545223,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,rmse,23.4024123118635,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,mae,18.307013018843115,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,r2,0.22579443612531003,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5187069134058183,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,rmse,24.13902027308464,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,mae,18.95921053722388,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,r2,0.17629004679670068,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,spearman,0.4723672009329564,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,50.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,rmse,24.066596600939278,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,50.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,mae,18.73645834576933,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,50.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,r2,0.18122534297698722,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,5,1.1612903225806452,False,1.0,1.0,1.0,8.0,50.0,15,0.3333333333333333,2.4002893955950944,5.786738157868385,0.8309382200241089,reaction_role_concat,6144,random_forest,False,valid,spearman,0.4831590103830647,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,rmse,24.511883500362472,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,mae,19.26639799356215,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,r2,0.1506466530129963,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_3,condition_recombine_ensemble_filter,0.5,0.75,ensemble,3,31,10,1.3225806451612903,False,1.0,1.0,1.0,8.0,50.0,15,0.6666666666666666,3.8887640501436374,9.919084954038263,0.8093259811401368,reaction_role_concat,6144,random_forest,False,valid,spearman,0.45829188896224066,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,50.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,rmse,24.36516639737756,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,50.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,mae,18.986795675903558,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,50.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,r2,0.16078391715554452,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_8__range_50__seed_4,condition_recombine_ensemble_filter,0.5,0.75,ensemble,4,31,11,1.3548387096774193,False,1.0,1.0,1.0,8.0,50.0,15,0.7333333333333333,4.338897266339766,10.97559162496843,0.8251304951581088,reaction_role_concat,6144,random_forest,False,valid,spearman,0.47865293542545223,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,12.0,25.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,rmse,23.4024123118635,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,12.0,25.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,mae,18.307013018843115,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,12.0,25.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,r2,0.22579443612531003,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_0,condition_recombine_ensemble_filter,0.5,0.75,ensemble,0,31,10,1.3225806451612903,False,1.0,1.0,1.0,12.0,25.0,15,0.6666666666666666,3.5457286178415317,9.045440338999034,0.7979552090168,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5187069134058183,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,12.0,25.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,rmse,24.13902027308464,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,12.0,25.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,mae,18.95921053722388,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,12.0,25.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,r2,0.17629004679670068,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_1,condition_recombine_ensemble_filter,0.5,0.75,ensemble,1,31,10,1.3225806451612903,False,1.0,1.0,1.0,12.0,25.0,15,0.6666666666666666,4.345739888458582,11.318169476687908,0.8018700361251831,reaction_role_concat,6144,random_forest,False,valid,spearman,0.4723672009329564,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,12.0,25.0,15,0.4666666666666667,4.425665550764117,10.561626977675726,0.8237633279391697,reaction_role_concat,6144,random_forest,False,valid,rmse,23.499935352998133,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,12.0,25.0,15,0.4666666666666667,4.425665550764117,10.561626977675726,0.8237633279391697,reaction_role_concat,6144,random_forest,False,valid,mae,18.05265864391191,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,12.0,25.0,15,0.4666666666666667,4.425665550764117,10.561626977675726,0.8237633279391697,reaction_role_concat,6144,random_forest,False,valid,r2,0.21932841897566957,0,0.01,random,,
condition_recombine_ensemble_filter__mult_0.5__sim_0.75__std_12__range_25__seed_2,condition_recombine_ensemble_filter,0.5,0.75,ensemble,2,31,7,1.2258064516129032,False,1.0,1.0,1.0,12.0,25.0,15,0.4666666666666667,4.425665550764117,10.561626977675726,0.8237633279391697,reaction_role_concat,6144,random_forest,False,valid,spearman,0.5218415022598776,0,0.01,random,,
